epoch,lr,train_loss,val_loss,train_accuracy,val_accuracy,val_f1_macro
22,8.85256621387895e-05,0.10536843238682336,0.1068659206150008,0.9987960510474356,0.9979508196721312,0.9978296409042223
23,8.750555348152302e-05,0.10407761764252241,0.10396708688530766,0.9991572357332049,0.9959016393442623,0.9956611570247935
24,8.644843137107061e-05,0.10628621944879126,0.1033540843207328,0.9980736816758969,0.9979508196721312,0.9978296409042223
25,8.53553390593274e-05,0.10508048821437109,0.10044434300211609,0.9985552612569227,0.9979508196721312,0.9978296409042223
26,8.422735529643446e-05,0.10516595994560742,0.09852723594083161,0.9986756561521791,1.0,1.0
27,8.306559326618262e-05,0.10546460062042937,0.1035362821621973,0.9984348663616662,0.9979508196721312,0.9978296409042223
28,8.187119948743451e-05,0.10336039451599235,0.10166017790554,0.9987960510474356,0.9979508196721312,0.9978296409042223
29,8.064535268264886e-05,0.10365375910692551,0.10134207982508862,0.9987960510474356,0.9979508196721312,0.9978296409042223
30,7.93892626146237e-05,0.10521216193236933,0.09937724397807825,0.9983144714664098,0.9979508196721312,0.9978296409042223
31,7.810416889260657e-05,0.10349107621421075,0.09907045710037966,0.9987960510474356,0.9979508196721312,0.9978296409042223
32,7.679133974894987e-05,0.1018549861095338,0.10225465417396827,0.998916445942692,0.9959016393442623,0.9959196499435337
33,7.545207078751861e-05,0.10479176549840599,0.09774800689249742,0.9984348663616662,1.0,1.0
34,7.40876837050858e-05,0.1028995873868939,0.09911484943061578,0.9985552612569227,0.9979508196721312,0.9978296409042223
35,7.269952498697738e-05,0.10084898272552119,0.10276340711556498,0.9987960510474356,0.9979508196721312,0.9978296409042223
36,7.128896457825368e-05,0.10346424615142032,0.10354931829649894,0.9979532867806405,0.9959016393442623,0.9959196499435337
37,6.985739453173907e-05,0.1012617538176529,0.09924253687018254,0.9992776306284613,0.9979508196721312,0.9978296409042223
38,6.840622763423395e-05,0.10083712127742324,0.10300817175722513,0.9995184204189742,0.9959016393442623,0.9956611570247935
39,6.693689601226463e-05,0.10146362173565893,0.09891732391275343,0.9991572357332049,1.0,1.0
40,6.545084971874742e-05,0.10185044304939342,0.09691978777285482,0.9991572357332049,1.0,1.0
41,6.394955530196153e-05,0.1013020465072884,0.10078230335331353,0.9986756561521791,0.9979508196721312,0.9978296409042223
42,6.243449435824278e-05,0.10081280515139687,0.09936800312067641,0.9990368408379485,1.0,1.0
43,6.090716206982718e-05,0.10271034374305664,0.09772533905066427,0.9985552612569227,0.9979508196721312,0.9978296409042223
44,5.9369065729286285e-05,0.10093815798016591,0.09908873239745859,0.9992776306284613,0.9979508196721312,0.9978296409042223
45,5.782172325201159e-05,0.09987244311905814,0.09853546034361495,0.9995184204189742,0.9979508196721312,0.9978296409042223
46,5.626666167821527e-05,0.1024536581146209,0.1002937759898725,0.9983144714664098,0.9979508196721312,0.9978296409042223
47,5.470541566592576e-05,0.10080597628793342,0.10256214049018797,0.9991572357332049,0.9959016393442623,0.9956611570247935
48,5.313952597646572e-05,0.10124084697540714,0.10032319753873543,0.998916445942692,0.9979508196721312,0.9978296409042223
49,5.157053795390646e-05,0.09967565523940858,0.10115947934692024,0.9991572357332049,0.9979508196721312,0.9978296409042223
50,5.000000000000004e-05,0.10133994123123652,0.09911711941488453,0.9981940765711533,0.9979508196721312,0.9978296409042223
51,4.8429462046093626e-05,0.09942096335261293,0.118032663205608,0.9992776306284613,0.9918032786885246,0.9913288288288289
52,4.686047402353437e-05,0.100069837891823,0.09861816435319479,0.9990368408379485,0.9979508196721312,0.9978296409042223
53,4.5294584334074315e-05,0.10019305057764455,0.09917823640538044,0.9987960510474356,0.9979508196721312,0.9978296409042223
54,4.373333832178482e-05,0.09957137511935028,0.0988622283959975,0.9990368408379485,0.9979508196721312,0.9978296409042223
55,4.217827674798849e-05,0.09996123582863847,0.09854663022961772,0.9990368408379485,0.9979508196721312,0.9978296409042223
56,4.06309342707138e-05,0.09896142899903969,0.10052781979568669,0.9991572357332049,0.9979508196721312,0.9978296409042223
57,3.909283793017292e-05,0.09958474054060698,0.1000802672055901,0.9993980255237178,0.9979508196721312,0.9978296409042223
58,3.756550564175729e-05,0.09908092067869147,0.10034025069631514,0.9990368408379485,0.9979508196721312,0.9978296409042223
59,3.6050444698038574e-05,0.09991086601615383,0.0991709436915937,0.9987960510474356,0.9979508196721312,0.9978296409042223
60,3.4549150281252677e-05,0.09866884010809174,0.10213743095270923,0.9995184204189742,0.9959016393442623,0.9956611570247935
61,3.306310398773547e-05,0.09839623291543269,0.0985864582853239,0.9997592102094871,0.9979508196721312,0.9978296409042223
62,3.159377236576615e-05,0.09866299316226045,0.10089475698158389,0.9995184204189742,0.9979508196721312,0.9978296409042223
63,3.0142605468260998e-05,0.09938184855258697,0.1008763018934453,0.9993980255237178,0.9979508196721312,0.9978296409042223
64,2.8711035421746398e-05,0.09870121124463571,0.09976567926465488,0.9993980255237178,0.9979508196721312,0.9978296409042223
65,2.7300475013022693e-05,0.09855656839625508,0.10026953216703212,0.9995184204189742,0.9979508196721312,0.9978296409042223
66,2.591231629491426e-05,0.0984799538337837,0.09885041922575137,0.9993980255237178,0.9979508196721312,0.9978296409042223
67,2.4547929212481463e-05,0.09859657006653538,0.09870101792401954,0.9993980255237178,0.9979508196721312,0.9978296409042223
68,2.3208660251050185e-05,0.09849233057932082,0.09943561158219322,0.9995184204189742,0.9979508196721312,0.9978296409042223
69,2.1895831107393494e-05,0.09828532451632337,0.0999610642062836,0.9998796051047436,0.9979508196721312,0.9978296409042223
70,2.0610737385376376e-05,0.09920175187872772,0.0989768770752383,0.9992776306284613,0.9979508196721312,0.9978296409042223
71,1.9354647317351195e-05,0.09856297812733396,0.09957597990993594,0.9996388153142307,0.9979508196721312,0.9978296409042223
72,1.8128800512565537e-05,0.09827258793985645,0.09903046311657937,0.9995184204189742,0.9979508196721312,0.9978296409042223
73,1.6934406733817437e-05,0.09873886418800425,0.10010263952808302,0.9995184204189742,0.9979508196721312,0.9978296409042223
74,1.5772644703565586e-05,0.09814804702523586,0.10081597667981367,0.9996388153142307,0.9979508196721312,0.9978296409042223
75,1.4644660940672647e-05,0.09822285573955562,0.10101041661911324,0.9993980255237178,0.9979508196721312,0.9978296409042223
76,1.3551568628929453e-05,0.09856833799392552,0.10033092629469809,0.9993980255237178,0.9979508196721312,0.9978296409042223
77,1.2494446518477044e-05,0.09820417490940969,0.10035703984684631,0.9993980255237178,0.9979508196721312,0.9978296409042223
78,1.1474337861210558e-05,0.09799500001523112,0.09975381739071158,0.9997592102094871,0.9979508196721312,0.9978296409042223
79,1.0492249381215494e-05,0.09816673750902354,0.09935649704249179,0.9995184204189742,0.9979508196721312,0.9978296409042223
80,9.549150281252647e-06,0.09859157787075738,0.09967779850617783,0.9993980255237178,0.9979508196721312,0.9978296409042223
81,8.64597128627193e-06,0.09852490557616457,0.10043810259123317,0.9992776306284613,0.9979508196721312,0.9978296409042223
82,7.783603724899268e-06,0.09823856907323732,0.101047475562721,0.9991572357332049,0.9979508196721312,0.9978296409042223
83,6.9628986498028216e-06,0.09799460679931352,0.10126447115765243,0.9995184204189742,0.9979508196721312,0.9978296409042223
84,6.184665997806829e-06,0.09801012531098705,0.10045961174564283,0.9996388153142307,0.9979508196721312,0.9978296409042223
85,5.449673790581617e-06,0.0979933791596316,0.10096931011706102,0.9996388153142307,0.9979508196721312,0.9978296409042223
86,4.758647376699038e-06,0.0979495521176444,0.10094438224542336,0.9995184204189742,0.9979508196721312,0.9978296409042223
87,4.112268715800959e-06,0.09781056993802197,0.10124836202527655,0.9995184204189742,0.9979508196721312,0.9978296409042223
88,3.5111757055874366e-06,0.09801421356278674,0.10078384965413907,0.9996388153142307,0.9979508196721312,0.9978296409042223
89,2.9559615522887307e-06,0.09793160951570978,0.10104761657411934,0.9996388153142307,0.9979508196721312,0.9978296409042223
90,2.4471741852423263e-06,0.09829133813772435,0.10139524093905433,0.9997592102094871,0.9979508196721312,0.9978296409042223
91,1.9853157161528544e-06,0.09766444605487012,0.10119565167143697,0.9996388153142307,0.9979508196721312,0.9978296409042223
92,1.5708419435684534e-06,0.09828370656704231,0.10118442871531502,0.9995184204189742,0.9979508196721312,0.9978296409042223
93,1.2041619030626351e-06,0.09786566068092484,0.10116349557628397,0.9997592102094871,0.9979508196721312,0.9978296409042223
94,8.85637463565565e-07,0.09760459434611522,0.1010919974231329,0.9998796051047436,0.9979508196721312,0.9978296409042223
95,6.155829702431178e-07,0.09769412552610007,0.10092460535100249,0.9995184204189742,0.9979508196721312,0.9978296409042223
96,3.9426493427611224e-07,0.09799563910927854,0.10090459064870584,0.9996388153142307,0.9979508196721312,0.9978296409042223
97,2.2190176984600045e-07,0.09763655106855708,0.10087361730268744,0.9996388153142307,0.9979508196721312,0.9978296409042223
98,9.866357858642217e-08,0.09759878941452592,0.10085687511524216,0.9998796051047436,0.9979508196721312,0.9978296409042223
99,2.4671981713420026e-08,0.09752377203909886,0.10087165242580116,0.9998796051047436,0.9979508196721312,0.9978296409042223
100,0.0,0.09778670958372704,0.1008720694751036,0.9998796051047436,0.9979508196721312,0.9978296409042223
